empleado_id,edad,departamento,cargo,antiguedad,salario,horas_extra,satisfaccion,evaluacion,distancia_km,desercion,desercion_label,rango_antiguedad
EMP-0848,23,TI,Analista,7,2478.0,0,4,4.4,19,0,Se quedó,6-10 años
EMP-0849,31,Marketing,Analista,9,4103.0,0,3,2.4,14,0,Se quedó,6-10 años
EMP-0850,26,Operaciones,Coordinador,15,1834.0,0,2,3.6,21,0,Se quedó,11+ años
EMP-0851,31,Ventas,Gerente,18,1580.0,0,3,4.3,15,0,Se quedó,11+ años
EMP-0852,54,Marketing,Analista,10,2441.0,0,4,2.8,3,0,Se quedó,6-10 años
EMP-0853,34,Marketing,Gerente,12,1500.0,1,1,2.5,37,0,Se quedó,11+ años
EMP-0854,52,Ventas,Coordinador,8,3224.0,1,4,3.0,53,0,Se quedó,6-10 años
EMP-0855,57,TI,Gerente,19,2538.0,0,4,3.7,50,0,Se quedó,11+ años
EMP-0856,45,Finanzas,Coordinador,18,2132.0,0,3,3.7,46,1,Renunció,11+ años
EMP-0857,36,Ventas,Coordinador,15,2085.0,0,1,2.4,16,0,Se quedó,11+ años
EMP-0858,50,Operaciones,Asistente,6,3512.0,0,1,3.4,14,0,Se quedó,6-10 años
EMP-0859,29,RRHH,Coordinador,18,3468.0,0,3,2.8,9,0,Se quedó,11+ años
EMP-0860,26,RRHH,Coordinador,11,2212.0,1,2,4.5,47,0,Se quedó,11+ años
EMP-0861,50,Marketing,Supervisor,14,3092.0,0,1,2.9,7,0,Se quedó,11+ años
EMP-0862,25,RRHH,Analista,13,3447.0,1,1,4.5,14,0,Se quedó,11+ años
EMP-0863,33,Finanzas,Asistente,10,2791.0,0,3,3.3,6,0,Se quedó,6-10 años
EMP-0864,23,TI,Asistente,9,2248.0,1,2,4.2,21,0,Se quedó,6-10 años
EMP-0865,48,Operaciones,Asistente,10,2843.0,1,2,3.5,15,1,Renunció,6-10 años
EMP-0866,52,Finanzas,Supervisor,5,1611.0,1,4,3.9,52,0,Se quedó,3-5 años
EMP-0867,57,Operaciones,Coordinador,1,2511.0,1,4,3.2,8,0,Se quedó,0-2 años
EMP-0868,57,Operaciones,Analista,10,2223.0,1,3,4.3,34,0,Se quedó,6-10 años
EMP-0869,47,TI,Gerente,18,2088.0,1,2,3.3,40,1,Renunció,11+ años
EMP-0870,48,Marketing,Coordinador,5,1500.0,1,3,3.4,1,1,Renunció,3-5 años
EMP-0871,26,RRHH,Supervisor,13,1618.0,0,4,3.6,32,0,Se quedó,11+ años
EMP-0872,41,TI,Coordinador,19,2010.0,0,3,4.5,58,0,Se quedó,11+ años
EMP-0873,32,Finanzas,Coordinador,5,3491.0,0,3,4.0,49,0,Se quedó,3-5 años
EMP-0874,31,Marketing,Supervisor,16,2736.0,1,1,3.0,51,0,Se quedó,11+ años
EMP-0875,27,Finanzas,Asistente,9,3554.0,0,1,4.0,5,0,Se quedó,6-10 años
EMP-0876,29,Marketing,Asistente,0,4012.0,1,1,3.9,30,0,Se quedó,
EMP-0877,44,Finanzas,Analista,2,2784.0,1,4,4.8,22,0,Se quedó,0-2 años
EMP-0878,47,TI,Analista,7,2581.0,0,3,4.5,20,1,Renunció,6-10 años
EMP-0879,33,Marketing,Asistente,7,1654.0,0,1,3.9,16,0,Se quedó,6-10 años
EMP-0880,47,Marketing,Gerente,19,5403.0,1,1,3.0,7,0,Se quedó,11+ años
EMP-0881,34,Operaciones,Coordinador,14,1500.0,0,1,4.3,7,0,Se quedó,11+ años
EMP-0882,39,Operaciones,Gerente,6,2559.0,1,4,3.7,50,0,Se quedó,6-10 años
EMP-0883,46,Ventas,Coordinador,10,3405.0,0,4,5.0,50,0,Se quedó,6-10 años
EMP-0884,54,Finanzas,Asistente,6,3424.0,1,3,2.7,2,0,Se quedó,6-10 años
EMP-0885,33,Operaciones,Analista,3,1538.0,0,3,2.2,47,0,Se quedó,3-5 años
EMP-0886,57,Ventas,Analista,11,2063.0,1,3,2.2,14,0,Se quedó,11+ años
EMP-0887,25,Operaciones,Gerente,5,1773.0,0,1,3.9,31,0,Se quedó,3-5 años
EMP-0888,26,Finanzas,Analista,13,1500.0,0,2,4.8,50,0,Se quedó,11+ años
EMP-0889,29,Marketing,Asistente,11,2571.0,0,4,2.0,41,0,Se quedó,11+ años
EMP-0890,49,RRHH,Gerente,10,1832.0,0,1,4.2,14,0,Se quedó,6-10 años
EMP-0891,52,Finanzas,Coordinador,18,4457.0,1,1,4.0,5,0,Se quedó,11+ años
EMP-0892,30,TI,Analista,4,3122.0,1,3,4.2,11,1,Renunció,3-5 años
EMP-0893,50,Operaciones,Supervisor,13,2481.0,0,3,3.1,40,0,Se quedó,11+ años
EMP-0894,35,Operaciones,Analista,15,2020.0,0,1,4.5,5,0,Se quedó,11+ años
EMP-0895,43,Marketing,Coordinador,12,2556.0,0,4,2.1,29,0,Se quedó,11+ años
EMP-0896,32,TI,Gerente,19,2203.0,1,4,4.3,11,1,Renunció,11+ años
EMP-0897,44,Marketing,Coordinador,3,2509.0,1,1,2.8,5,0,Se quedó,3-5 años
EMP-0898,22,TI,Supervisor,10,5222.0,0,2,3.4,49,1,Renunció,6-10 años
EMP-0899,42,RRHH,Asistente,16,1594.0,1,2,4.5,54,0,Se quedó,11+ años
EMP-0900,47,Operaciones,Analista,6,2281.0,1,4,2.8,32,0,Se quedó,6-10 años
EMP-0901,57,Operaciones,Gerente,13,3237.0,1,3,2.6,36,0,Se quedó,11+ años
EMP-0902,44,RRHH,Asistente,10,2080.0,1,2,4.0,15,1,Renunció,6-10 años
EMP-0903,22,Ventas,Coordinador,8,4593.0,1,2,3.6,19,1,Renunció,6-10 años
EMP-0904,36,Marketing,Gerente,12,3202.0,1,3,3.5,22,1,Renunció,11+ años
EMP-0905,42,RRHH,Asistente,17,1831.0,0,2,2.8,34,1,Renunció,11+ años
EMP-0906,30,Marketing,Gerente,10,2648.0,1,1,2.1,56,0,Se quedó,6-10 años
EMP-0907,30,Finanzas,Supervisor,14,1841.0,0,2,3.2,17,0,Se quedó,11+ años
EMP-0908,31,Operaciones,Supervisor,18,1775.0,0,3,2.3,12,0,Se quedó,11+ años
EMP-0909,47,Marketing,Analista,0,2308.0,0,1,4.7,25,0,Se quedó,
EMP-0910,56,TI,Analista,3,4046.0,1,2,2.1,56,1,Renunció,3-5 años
EMP-0911,46,Marketing,Supervisor,13,3288.0,0,4,3.3,17,0,Se quedó,11+ años
EMP-0912,47,Finanzas,Gerente,13,2419.0,0,1,2.2,10,1,Renunció,11+ años
EMP-0913,32,Operaciones,Supervisor,2,3336.0,0,1,2.3,28,0,Se quedó,0-2 años
EMP-0914,23,RRHH,Analista,16,2717.0,0,4,4.0,57,0,Se quedó,11+ años
EMP-0915,28,Finanzas,Supervisor,2,1529.0,0,4,3.9,18,1,Renunció,0-2 años
EMP-0916,39,Operaciones,Supervisor,15,2303.0,1,2,2.1,51,1,Renunció,11+ años
EMP-0917,48,Marketing,Gerente,13,2370.0,1,2,2.0,18,0,Se quedó,11+ años
EMP-0918,55,Ventas,Asistente,19,3310.0,0,3,2.2,45,0,Se quedó,11+ años
EMP-0919,48,Ventas,Analista,12,1946.0,1,3,4.3,32,0,Se quedó,11+ años
EMP-0920,38,TI,Gerente,14,1694.0,1,1,3.8,14,1,Renunció,11+ años
EMP-0921,45,Operaciones,Supervisor,13,2397.0,0,4,2.1,56,1,Renunció,11+ años
EMP-0922,46,Ventas,Supervisor,18,1885.0,1,4,3.5,16,0,Se quedó,11+ años
EMP-0923,28,RRHH,Asistente,5,2144.0,1,3,4.1,50,0,Se quedó,3-5 años
EMP-0924,27,Operaciones,Analista,9,2363.0,0,1,4.6,58,1,Renunció,6-10 años
EMP-0925,45,RRHH,Analista,14,2094.0,0,1,4.8,18,0,Se quedó,11+ años
EMP-0926,54,RRHH,Coordinador,19,3588.0,1,3,3.0,16,0,Se quedó,11+ años
EMP-0927,50,Ventas,Analista,5,4297.0,1,3,2.4,17,0,Se quedó,3-5 años
EMP-0928,43,Operaciones,Asistente,9,3447.0,0,3,2.7,7,0,Se quedó,6-10 años
EMP-0929,47,Marketing,Coordinador,6,1500.0,0,2,4.3,12,1,Renunció,6-10 años
EMP-0930,49,Finanzas,Coordinador,16,1888.0,0,1,4.9,34,1,Renunció,11+ años
EMP-0931,42,Ventas,Supervisor,17,2272.0,1,1,3.4,10,0,Se quedó,11+ años
EMP-0932,28,Ventas,Supervisor,16,1500.0,0,1,2.9,5,1,Renunció,11+ años
EMP-0933,38,Marketing,Analista,8,1719.0,0,3,3.3,21,0,Se quedó,6-10 años
EMP-0934,41,Operaciones,Coordinador,9,2261.0,1,3,2.9,3,0,Se quedó,6-10 años
EMP-0935,41,Operaciones,Supervisor,9,2039.0,0,3,2.8,19,1,Renunció,6-10 años
EMP-0936,43,RRHH,Asistente,6,2449.0,0,3,3.8,45,0,Se quedó,6-10 años
EMP-0937,49,Marketing,Supervisor,15,1500.0,0,4,2.0,44,0,Se quedó,11+ años
EMP-0938,28,Marketing,Supervisor,17,2030.0,1,3,2.8,35,0,Se quedó,11+ años
EMP-0939,22,Operaciones,Coordinador,5,2594.0,0,2,4.0,6,0,Se quedó,3-5 años
EMP-0940,53,RRHH,Coordinador,19,2451.0,1,4,2.1,14,0,Se quedó,11+ años
EMP-0941,34,Ventas,Gerente,0,2918.0,0,4,2.2,4,0,Se quedó,
EMP-0942,51,TI,Asistente,0,2851.0,0,3,2.9,45,0,Se quedó,
EMP-0943,44,Finanzas,Coordinador,11,2074.0,0,1,4.6,51,0,Se quedó,11+ años
EMP-0944,40,Ventas,Analista,1,2561.0,0,3,4.3,18,0,Se quedó,0-2 años
EMP-0945,53,Operaciones,Asistente,3,1772.0,1,1,2.1,29,0,Se quedó,3-5 años
EMP-0946,51,Finanzas,Asistente,16,2191.0,0,3,3.5,35,0,Se quedó,11+ años
EMP-0947,50,TI,Coordinador,3,1600.0,1,3,2.8,52,0,Se quedó,3-5 años
EMP-0948,50,TI,Asistente,10,3737.0,0,1,3.9,38,0,Se quedó,6-10 años
EMP-0949,51,RRHH,Coordinador,3,2188.0,1,1,4.2,16,1,Renunció,3-5 años
EMP-0950,37,Finanzas,Supervisor,0,3735.0,1,1,4.6,20,0,Se quedó,
EMP-0951,40,RRHH,Gerente,6,2764.0,1,1,3.4,24,1,Renunció,6-10 años
EMP-0952,39,Ventas,Supervisor,17,1713.0,0,2,5.0,35,1,Renunció,11+ años
EMP-0953,22,Marketing,Coordinador,8,2698.0,0,1,4.9,44,1,Renunció,6-10 años
EMP-0954,35,Marketing,Coordinador,2,3374.0,0,3,4.6,51,1,Renunció,0-2 años
EMP-0955,23,Marketing,Supervisor,7,2366.0,1,3,3.7,19,0,Se quedó,6-10 años
EMP-0956,49,Finanzas,Analista,18,2514.0,0,2,3.2,56,0,Se quedó,11+ años
EMP-0957,51,Marketing,Analista,3,1957.0,1,1,3.1,4,0,Se quedó,3-5 años
EMP-0958,25,Ventas,Analista,17,2464.0,1,3,2.0,33,1,Renunció,11+ años
EMP-0959,22,RRHH,Coordinador,19,2684.0,0,2,2.7,2,0,Se quedó,11+ años
EMP-0960,29,Finanzas,Asistente,10,1936.0,1,3,4.2,13,0,Se quedó,6-10 años
EMP-0961,50,RRHH,Coordinador,13,1585.0,1,2,3.8,58,0,Se quedó,11+ años
EMP-0962,24,Finanzas,Asistente,17,4085.0,1,2,4.7,45,0,Se quedó,11+ años
EMP-0963,53,RRHH,Supervisor,15,3108.0,0,4,2.2,30,0,Se quedó,11+ años
EMP-0964,31,TI,Gerente,2,1960.0,0,4,2.5,34,0,Se quedó,0-2 años
EMP-0965,31,RRHH,Asistente,14,2665.0,0,1,4.4,30,0,Se quedó,11+ años
EMP-0966,40,Marketing,Analista,3,1500.0,1,4,3.1,51,1,Renunció,3-5 años
EMP-0967,55,TI,Coordinador,4,1500.0,1,2,2.4,54,1,Renunció,3-5 años
EMP-0968,54,RRHH,Supervisor,16,3766.0,0,3,5.0,24,0,Se quedó,11+ años
EMP-0969,44,Finanzas,Analista,6,2675.0,1,3,4.4,48,1,Renunció,6-10 años
EMP-0970,49,Finanzas,Supervisor,15,2394.0,0,1,3.2,44,1,Renunció,11+ años
EMP-0971,53,Finanzas,Gerente,13,2679.0,1,4,4.5,33,0,Se quedó,11+ años
EMP-0972,28,Operaciones,Coordinador,15,8870.0,1,1,4.0,41,1,Renunció,11+ años
EMP-0973,50,Ventas,Coordinador,6,3455.0,1,2,4.4,49,0,Se quedó,6-10 años
EMP-0974,29,Finanzas,Gerente,8,1607.0,1,4,4.4,10,0,Se quedó,6-10 años
EMP-0975,22,TI,Coordinador,3,1500.0,0,1,2.3,18,1,Renunció,3-5 años
EMP-0976,24,Finanzas,Asistente,10,3721.0,0,3,3.9,19,1,Renunció,6-10 años
EMP-0977,45,Operaciones,Supervisor,1,3437.0,1,3,2.0,7,1,Renunció,0-2 años
EMP-0978,44,Marketing,Analista,11,3072.0,0,1,2.1,57,0,Se quedó,11+ años
EMP-0979,29,TI,Gerente,11,1763.0,0,1,4.7,19,1,Renunció,11+ años
EMP-0980,24,Operaciones,Asistente,3,2822.0,1,1,3.6,24,1,Renunció,3-5 años
EMP-0981,54,Marketing,Analista,17,1827.0,0,2,4.2,15,0,Se quedó,11+ años
EMP-0982,49,TI,Analista,6,3182.0,1,2,4.5,41,0,Se quedó,6-10 años
EMP-0983,29,RRHH,Gerente,0,3616.0,1,3,4.8,42,1,Renunció,
EMP-0984,55,Ventas,Asistente,12,1964.0,1,2,4.6,23,1,Renunció,11+ años
EMP-0985,56,Ventas,Analista,5,3838.0,1,2,3.4,52,0,Se quedó,3-5 años
EMP-0986,53,Operaciones,Analista,5,2555.0,1,4,3.0,52,0,Se quedó,3-5 años
EMP-0987,45,Marketing,Asistente,11,2971.0,1,2,2.5,4,0,Se quedó,11+ años
EMP-0988,35,Ventas,Coordinador,7,1500.0,1,4,3.2,38,0,Se quedó,6-10 años
EMP-0989,53,Marketing,Analista,18,2678.0,0,2,3.1,4,1,Renunció,11+ años
EMP-0990,37,Marketing,Supervisor,4,1863.0,1,3,3.7,5,0,Se quedó,3-5 años
EMP-0991,25,Operaciones,Asistente,17,2951.0,1,1,4.0,41,0,Se quedó,11+ años
EMP-0992,42,Operaciones,Analista,4,4389.0,0,3,4.9,44,1,Renunció,3-5 años
EMP-0993,35,Operaciones,Gerente,9,2740.0,0,2,4.2,23,0,Se quedó,6-10 años
EMP-0994,52,Ventas,Supervisor,0,1702.0,1,1,3.9,40,0,Se quedó,
EMP-0995,39,Operaciones,Analista,9,3136.0,0,1,3.0,53,0,Se quedó,6-10 años
EMP-0996,28,Ventas,Supervisor,4,2866.0,1,1,2.1,37,1,Renunció,3-5 años
EMP-0997,31,Operaciones,Supervisor,11,5560.0,1,4,2.9,11,0,Se quedó,11+ años
EMP-0998,28,Finanzas,Coordinador,6,2702.0,0,3,4.3,55,0,Se quedó,6-10 años
EMP-0999,54,Marketing,Supervisor,8,1931.0,1,4,2.6,11,1,Renunció,6-10 años
EMP-1000,44,Operaciones,Coordinador,11,3322.0,0,1,4.1,13,0,Se quedó,11+ años
EMP-1001,42,TI,Asistente,0,2319.0,1,3,3.7,14,0,Se quedó,
EMP-1002,40,Marketing,Coordinador,10,2520.0,0,3,2.5,8,0,Se quedó,6-10 años
EMP-1003,40,Marketing,Gerente,14,1683.0,1,2,2.8,25,1,Renunció,11+ años
EMP-1004,57,Operaciones,Analista,1,2324.0,0,4,3.5,18,1,Renunció,0-2 años
EMP-1005,50,RRHH,Asistente,19,2471.0,0,4,3.3,51,0,Se quedó,11+ años
EMP-1006,39,Operaciones,Asistente,6,2318.0,0,2,4.3,44,0,Se quedó,6-10 años
EMP-1007,23,Marketing,Gerente,11,1927.0,0,4,4.2,44,0,Se quedó,11+ años
EMP-1008,22,TI,Coordinador,17,2739.0,0,1,3.7,18,0,Se quedó,11+ años
EMP-1009,26,Marketing,Analista,2,1687.0,0,1,4.5,10,0,Se quedó,0-2 años
EMP-1010,41,TI,Coordinador,6,1535.0,0,4,3.7,7,0,Se quedó,6-10 años
EMP-1011,32,Ventas,Supervisor,10,3242.0,1,2,4.9,50,1,Renunció,6-10 años
EMP-1012,23,Finanzas,Coordinador,17,3125.0,1,3,2.7,44,0,Se quedó,11+ años
EMP-1013,24,Marketing,Asistente,11,1500.0,1,4,4.1,14,0,Se quedó,11+ años
EMP-1014,44,Operaciones,Analista,5,1500.0,1,3,3.1,15,0,Se quedó,3-5 años
EMP-1015,33,Ventas,Coordinador,4,1630.0,0,2,2.8,16,0,Se quedó,3-5 años
EMP-1016,41,Finanzas,Analista,0,2319.0,0,3,2.5,2,0,Se quedó,
EMP-1017,26,Operaciones,Analista,11,3873.0,0,2,3.7,30,1,Renunció,11+ años
EMP-1018,51,RRHH,Supervisor,10,2296.0,1,2,2.6,30,1,Renunció,6-10 años
EMP-1019,30,Operaciones,Supervisor,3,1794.0,1,1,2.6,18,0,Se quedó,3-5 años
EMP-1020,55,TI,Asistente,17,2590.0,0,1,5.0,31,1,Renunció,11+ años
EMP-1021,56,TI,Gerente,3,2332.0,0,2,4.4,44,0,Se quedó,3-5 años
EMP-1022,43,RRHH,Analista,16,1500.0,0,4,4.2,48,1,Renunció,11+ años
EMP-1023,45,Ventas,Gerente,1,1500.0,1,1,4.4,13,0,Se quedó,0-2 años
EMP-1024,38,Finanzas,Asistente,1,1500.0,1,2,4.9,20,1,Renunció,0-2 años
EMP-1025,31,Operaciones,Analista,11,6581.0,0,3,3.7,49,1,Renunció,11+ años
EMP-1026,51,TI,Analista,5,3443.0,0,3,2.7,50,0,Se quedó,3-5 años
EMP-1027,44,Ventas,Gerente,9,1925.0,1,4,4.6,35,0,Se quedó,6-10 años
EMP-1028,53,RRHH,Coordinador,15,3802.0,1,3,4.2,23,0,Se quedó,11+ años
EMP-1029,38,Marketing,Supervisor,13,1945.0,0,3,3.2,42,1,Renunció,11+ años
EMP-1030,38,TI,Coordinador,6,3752.0,1,2,3.4,33,0,Se quedó,6-10 años
EMP-1031,35,RRHH,Gerente,18,2520.0,0,3,3.2,38,0,Se quedó,11+ años
EMP-1032,30,Operaciones,Supervisor,16,1875.0,1,3,4.8,35,0,Se quedó,11+ años
EMP-1033,23,Finanzas,Coordinador,8,3203.0,1,3,3.0,51,0,Se quedó,6-10 años
EMP-1034,46,TI,Supervisor,12,2579.0,0,3,4.9,36,0,Se quedó,11+ años
EMP-1035,30,TI,Analista,4,2862.0,0,2,4.7,20,0,Se quedó,3-5 años
EMP-1036,43,Operaciones,Coordinador,4,2660.0,1,3,3.9,55,0,Se quedó,3-5 años
EMP-1037,25,Marketing,Supervisor,9,2649.0,0,4,3.7,3,0,Se quedó,6-10 años
EMP-1038,47,Ventas,Supervisor,9,3362.0,1,1,3.1,8,1,Renunció,6-10 años
EMP-1039,50,Finanzas,Supervisor,6,6860.0,1,4,2.1,40,0,Se quedó,6-10 años
EMP-1040,55,TI,Coordinador,14,4022.0,1,1,2.4,59,1,Renunció,11+ años
EMP-1041,44,Finanzas,Asistente,6,2665.0,0,4,4.3,32,1,Renunció,6-10 años
EMP-1042,32,TI,Coordinador,14,2155.0,0,1,3.4,29,1,Renunció,11+ años
EMP-1043,27,Finanzas,Gerente,2,2252.0,1,1,2.4,7,1,Renunció,0-2 años
EMP-1044,39,RRHH,Coordinador,18,1500.0,0,1,2.8,2,0,Se quedó,11+ años
EMP-1045,42,TI,Supervisor,9,3184.0,1,1,4.8,21,0,Se quedó,6-10 años
EMP-1046,57,Finanzas,Analista,14,1626.0,1,2,3.1,6,1,Renunció,11+ años
EMP-1047,55,Ventas,Coordinador,2,2103.0,0,4,4.7,28,1,Renunció,0-2 años
EMP-1048,38,RRHH,Coordinador,5,3191.0,1,1,2.9,48,0,Se quedó,3-5 años
EMP-1049,46,RRHH,Supervisor,11,2220.0,0,4,3.6,42,1,Renunció,11+ años
EMP-1050,33,Ventas,Analista,14,2004.0,0,3,2.1,36,0,Se quedó,11+ años
EMP-1051,44,Finanzas,Analista,5,1512.0,1,1,3.6,32,0,Se quedó,3-5 años
EMP-1052,43,Operaciones,Gerente,12,3953.0,1,4,3.9,45,1,Renunció,11+ años
EMP-1053,42,Ventas,Coordinador,18,1749.0,0,2,2.7,42,1,Renunció,11+ años
EMP-1054,48,Finanzas,Analista,2,1931.0,1,4,3.7,53,0,Se quedó,0-2 años
EMP-1055,52,Ventas,Analista,7,1500.0,0,1,3.9,46,0,Se quedó,6-10 años
EMP-1056,27,Ventas,Asistente,7,2421.0,0,3,4.1,9,0,Se quedó,6-10 años
EMP-1057,48,TI,Asistente,19,2136.0,0,4,4.3,11,0,Se quedó,11+ años
EMP-1058,55,Finanzas,Analista,14,2625.0,1,3,2.9,23,0,Se quedó,11+ años
EMP-1059,33,Operaciones,Gerente,3,1526.0,0,2,3.7,50,0,Se quedó,3-5 años
EMP-1060,28,TI,Analista,18,3274.0,0,4,4.9,11,0,Se quedó,11+ años
EMP-1061,31,Ventas,Supervisor,2,1500.0,0,4,4.7,49,1,Renunció,0-2 años
EMP-1062,38,Marketing,Coordinador,12,2352.0,1,2,4.9,2,0,Se quedó,11+ años
EMP-1063,47,Ventas,Gerente,7,2556.0,0,2,3.2,3,0,Se quedó,6-10 años
EMP-1064,42,Ventas,Supervisor,15,2498.0,0,2,4.4,11,1,Renunció,11+ años
EMP-1065,49,Finanzas,Gerente,12,2600.0,0,1,3.9,50,1,Renunció,11+ años
EMP-1066,23,Finanzas,Supervisor,2,3346.0,1,1,2.2,59,1,Renunció,0-2 años
EMP-1067,22,TI,Coordinador,15,4146.0,1,4,4.5,35,1,Renunció,11+ años
EMP-1068,57,Operaciones,Coordinador,8,2293.0,0,4,4.0,58,1,Renunció,6-10 años
EMP-1069,47,TI,Asistente,13,1657.0,1,4,2.6,15,0,Se quedó,11+ años
EMP-1070,50,RRHH,Supervisor,12,3054.0,0,3,2.2,43,0,Se quedó,11+ años
EMP-1071,42,Ventas,Asistente,6,2182.0,1,2,4.5,11,0,Se quedó,6-10 años
EMP-1072,32,Marketing,Supervisor,14,4047.0,0,4,2.2,31,0,Se quedó,11+ años
EMP-1073,32,Ventas,Asistente,6,1918.0,0,2,2.3,28,0,Se quedó,6-10 años
EMP-1074,57,Ventas,Coordinador,5,1732.0,0,1,3.3,28,0,Se quedó,3-5 años
EMP-1075,56,TI,Gerente,1,2585.0,1,2,2.4,32,1,Renunció,0-2 años
EMP-1076,55,Marketing,Asistente,8,1500.0,1,3,4.7,25,0,Se quedó,6-10 años
EMP-1077,45,Marketing,Supervisor,16,2024.0,0,3,3.4,20,0,Se quedó,11+ años
EMP-1078,43,Marketing,Supervisor,4,2139.0,1,2,3.7,28,0,Se quedó,3-5 años
EMP-1079,26,TI,Coordinador,11,2666.0,0,3,4.8,25,0,Se quedó,11+ años
EMP-1080,54,Ventas,Supervisor,0,1638.0,0,3,3.6,11,0,Se quedó,
EMP-1081,57,TI,Analista,9,1717.0,0,1,3.1,19,0,Se quedó,6-10 años
EMP-1082,41,Finanzas,Gerente,10,3877.0,1,4,4.4,28,0,Se quedó,6-10 años
EMP-1083,40,Finanzas,Asistente,15,2427.0,1,3,3.3,1,1,Renunció,11+ años
EMP-1084,56,TI,Gerente,13,3449.0,0,4,3.0,59,0,Se quedó,11+ años
EMP-1085,38,Marketing,Coordinador,7,1965.0,0,2,4.2,5,1,Renunció,6-10 años
EMP-1086,55,Ventas,Asistente,16,2388.0,0,2,4.4,10,1,Renunció,11+ años
EMP-1087,30,TI,Asistente,17,2659.0,0,3,4.4,42,0,Se quedó,11+ años
EMP-1088,47,TI,Analista,11,4910.0,0,2,4.9,46,0,Se quedó,11+ años
EMP-1089,23,TI,Coordinador,16,2237.0,0,1,4.4,34,1,Renunció,11+ años
EMP-1090,30,RRHH,Supervisor,13,2284.0,0,3,4.3,36,0,Se quedó,11+ años
EMP-1091,30,Finanzas,Analista,15,3787.0,0,3,4.6,2,0,Se quedó,11+ años
EMP-1092,38,Marketing,Analista,13,2097.0,0,3,2.0,18,0,Se quedó,11+ años
EMP-1093,22,Operaciones,Gerente,8,2735.0,0,2,3.1,13,0,Se quedó,6-10 años
EMP-1094,46,Marketing,Gerente,3,3657.0,0,2,4.2,51,1,Renunció,3-5 años
EMP-1095,46,Operaciones,Gerente,10,1938.0,1,3,3.8,5,0,Se quedó,6-10 años
EMP-1096,56,RRHH,Analista,5,2797.0,0,4,2.5,20,0,Se quedó,3-5 años
EMP-1097,24,TI,Supervisor,14,4906.0,1,2,2.9,2,0,Se quedó,11+ años
EMP-1098,51,RRHH,Asistente,4,3528.0,0,2,3.0,11,0,Se quedó,3-5 años
EMP-1099,55,RRHH,Gerente,10,2735.0,0,3,3.7,30,0,Se quedó,6-10 años
EMP-1100,33,Ventas,Supervisor,17,2231.0,0,4,4.5,32,0,Se quedó,11+ años
EMP-1101,40,Finanzas,Coordinador,12,1917.0,0,3,4.8,32,0,Se quedó,11+ años
EMP-1102,38,Operaciones,Gerente,10,1644.0,0,2,4.3,58,1,Renunció,6-10 años
EMP-1103,31,TI,Asistente,13,4464.0,1,3,4.5,50,0,Se quedó,11+ años
EMP-1104,33,Operaciones,Coordinador,17,4131.0,0,3,3.4,38,0,Se quedó,11+ años
EMP-1105,37,Marketing,Coordinador,18,1876.0,0,3,3.2,55,0,Se quedó,11+ años
EMP-1106,45,Operaciones,Asistente,14,2794.0,1,4,3.2,28,0,Se quedó,11+ años
EMP-1107,40,Marketing,Gerente,8,2552.0,0,3,3.8,10,0,Se quedó,6-10 años
EMP-1108,29,Finanzas,Analista,7,3920.0,1,2,2.4,22,1,Renunció,6-10 años
EMP-1109,52,Marketing,Asistente,19,2844.0,0,3,3.7,55,1,Renunció,11+ años
EMP-1110,42,Operaciones,Asistente,0,2418.0,1,4,4.0,17,0,Se quedó,
EMP-1111,38,Operaciones,Asistente,3,1965.0,0,1,3.3,22,0,Se quedó,3-5 años
EMP-1112,44,Marketing,Coordinador,13,2797.0,0,4,4.9,43,0,Se quedó,11+ años
EMP-1113,37,RRHH,Supervisor,1,2123.0,1,3,3.8,19,0,Se quedó,0-2 años
EMP-1114,27,Finanzas,Analista,15,2666.0,0,1,2.7,17,1,Renunció,11+ años
EMP-1115,29,Ventas,Gerente,2,2368.0,0,3,3.4,24,0,Se quedó,0-2 años
EMP-1116,46,TI,Gerente,7,2103.0,1,4,4.0,36,0,Se quedó,6-10 años
EMP-1117,39,Operaciones,Supervisor,5,1654.0,0,1,3.0,32,0,Se quedó,3-5 años
EMP-1118,46,TI,Asistente,15,2998.0,0,1,2.2,58,1,Renunció,11+ años
EMP-1119,33,Ventas,Analista,15,2483.0,1,3,3.8,56,0,Se quedó,11+ años
EMP-1120,36,TI,Gerente,6,4989.0,0,3,4.8,58,0,Se quedó,6-10 años
EMP-1121,47,Ventas,Gerente,12,1615.0,1,4,3.5,46,0,Se quedó,11+ años
EMP-1122,47,Marketing,Asistente,12,3134.0,1,3,4.7,59,0,Se quedó,11+ años
EMP-1123,53,RRHH,Supervisor,4,2361.0,0,1,4.5,52,0,Se quedó,3-5 años
EMP-1124,31,Operaciones,Analista,19,5653.0,0,2,2.4,36,0,Se quedó,11+ años
EMP-1125,37,Ventas,Supervisor,17,3040.0,0,2,4.1,28,0,Se quedó,11+ años
EMP-1126,28,TI,Supervisor,14,2779.0,0,4,3.3,14,0,Se quedó,11+ años
EMP-1127,38,Operaciones,Analista,17,2364.0,1,3,2.8,58,0,Se quedó,11+ años
EMP-1128,44,RRHH,Analista,1,1842.0,0,4,4.1,36,1,Renunció,0-2 años
EMP-1129,47,Marketing,Gerente,9,2764.0,0,2,4.2,6,0,Se quedó,6-10 años
